ImageId,EncodedPixels
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,112248 13 112763 22 113281 25 113799 28 114316 31 114834 32 115353 33 115872 33 116391 33 116909 34 117428 34 117947 34 118466 34 118985 34 119504 34 120024 32 120543 32 121063 30 121584 26 122104 24 122627 17
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,80111 2 80627 8 81144 12 81662 14 82180 17 82698 19 83217 19 83735 20 84254 20 84772 22 85291 22 85810 23 86329 24 86848 24 87367 24 87886 24 88405 24 88923 25 89432 34 89949 35 90465 38 90983 38 91500 40 92018 41 92536 41 93055 40 93572 39 94091 37 94610 35 95129 35 95648 34 96167 34 96686 34 97206 33 97726 32 98246 30 98765 30 99284 29 99803 29 100323 28 100844 25 101364 23 101884 21 102404 18 102925 15 103446 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,165 18 683 21 1202 23 1721 23 2242 21 2761 21 3281 21 3800 21 4319 21 4838 22 5358 22 5878 21 6398 21 6918 20 7437 20 7956 20 8475 20 8995 19 9515 18 10035 16 10555 14 11075 12 11595 10 12116 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,56755 6 57271 12 57788 16 58305 19 58823 21 59341 23 59860 24 60378 25 60897 26 61415 27 61934 27 62452 28 62971 28 63490 28 64009 28 64528 27 65047 27 65566 25 66085 24 66605 22 67125 20 67645 17 68165 15 68687 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,88439 9 88957 12 89474 15 89992 17 90510 19 91028 21 91547 21 92065 23 92584 24 93102 26 93621 26 94140 27 94659 27 95178 28 95696 29 96216 28 96735 29 97254 30 97774 29 98293 29 98813 29 99333 28 99852 28 100371 28 100891 27 101411 25 101931 24 102451 22 102970 21 103490 20 104011 17 104531 16 105052 13 105574 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,34994 6 35511 10 36028 14 36546 16 37064 17 37583 18 38101 19 38620 20 39138 22 39656 24 40175 24 40694 24 41213 24 41732 24 42250 25 42769 24 43287 25 43806 24 44325 23 44844 23 45363 22 45883 21 46402 21 46922 19 47441 17 47961 15 48483 10 49005 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,62501 5 63016 11 63534 13 64051 16 64569 18 65088 19 65606 20 66125 20 66644 20 67163 21 67682 21 68200 22 68719 22 69238 23 69757 23 70276 22 70795 23 71314 23 71833 23 72352 23 72871 23 73390 22 73909 22 74428 22 74947 22 75466 22 75985 22 76504 22 77023 22 77542 22 78061 21 78580 21 79100 20 79619 20 80138 20 80657 20 81176 19 81695 18 82215 16 82734 15 83254 14 83774 12 84294 9 84814 7 85333 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,225 30 743 32 1261 34 1780 34 2300 33 2819 33 3338 33 3857 33 4377 32 4896 32 5416 31 5935 31 6455 30 6974 30 7494 29 8013 29 8532 28 9051 28 9570 28 10090 26 10609 25 11130 22 11650 21 12169 20 12688 19 13208 16 13729 13 14249 11 14770 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,113915 6 114431 12 114948 15 115466 17 115985 17 116503 18 117021 19 117538 22 118057 22 118574 24 119092 25 119610 26 120127 28 120645 29 121163 30 121682 31 122201 31 122720 31 123238 35 123757 41 124275 44 124794 45 125313 47 125832 48 126351 49 126870 50 127389 50 127909 50 128428 50 128947 50 129467 49 129987 48 130508 46 131039 33
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,28788 9 29305 13 29823 18 30342 20 30861 20 31380 21 31899 22 32418 23 32937 24 33456 24 33975 25 34494 25 35013 25 35532 25 36052 24 36571 24 37090 24 37609 24 38129 23 38649 22 39169 20 39688 20 40207 20 40727 17 41248 14 41768 12 42291 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,83809 6 84324 15 84842 18 85360 21 85879 22 86398 24 86916 26 87435 26 87954 27 88473 28 88992 28 89511 29 90031 28 90550 28 91069 28 91588 28 92107 28 92627 26 93147 24 93668 21 94187 21 94707 20 95228 17 95750 11 96274 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,52684 12 53200 17 53718 20 54236 23 54753 27 55271 28 55789 31 56308 32 56826 33 57344 35 57863 35 58381 37 58900 37 59419 37 59939 36 60458 36 60977 36 61497 35 62016 35 62536 34 63055 34 63575 32 64096 30 64616 28 65136 25 65657 22 66178 18 66701 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,23648 9 24164 15 24682 18 25200 21 25717 23 26235 25 26753 26 27271 28 27789 30 28307 31 28826 31 29345 31 29864 31 30382 32 30901 32 31420 32 31939 32 32457 33 32977 31 33496 31 34015 30 34534 30 35053 29 35573 28 36092 27 36611 26 37132 23 37652 21 38172 18 38692 15 39214 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,79179 6 79696 11 80214 14 80732 17 81250 19 81768 21 82287 23 82806 24 83325 25 83844 26 84363 27 84882 28 85401 28 85921 27 86441 26 86960 26 87480 25 87999 25 88519 24 89038 23 89559 20 90080 16 90603 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,112934 1 113449 10 113966 14 114485 16 115002 18 115520 20 116038 23 116557 24 117076 24 117594 26 118113 26 118632 27 119151 29 119670 29 120189 29 120708 30 121227 30 121747 29 122266 29 122785 29 123304 29 123824 28 124344 27 124865 25 125386 23 125906 22 126427 19 126947 17 127467 15 127985 15 128502 17 129020 18 129538 21 130056 23 130576 22 131097 19
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,334 4 847 15 1363 21 1880 24 2398 26 2916 28 3435 28 3953 30 4472 30 4990 31 5508 32 6027 32 6546 32 7066 31 7586 30 8106 29 8625 29 9145 27 9667 24 10187 22 10706 21 11224 21 11743 21 12260 24 12778 25 13297 26 13815 28 14334 29 14853 29 15371 30 15890 31 16408 32 16927 32 17446 31 17965 31 18484 31 19004 30 19523 30 20042 30 20561 30 21081 28 21600 28 22119 27 22639 25 23160 22 23680 21 24199 20 24719 17 25240 14 25761 10 26284 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,70923 7 71440 13 71956 18 72474 20 72991 23 73509 24 74027 25 74546 26 75063 29 75581 31 76099 32 76618 32 77135 34 77653 35 78172 34 78690 35 79209 35 79728 35 80247 34 80766 34 81285 33 81804 33 82323 32 82842 31 83361 30 83880 29 84399 28 84918 26 85438 24 85958 21 86479 16 86999 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,99991 3 100507 10 101023 16 101541 18 102058 20 102577 21 103096 23 103615 23 104133 25 104652 25 105171 25 105690 25 106209 25 106728 25 107247 24 107766 25 108285 25 108804 24 109322 25 109841 25 110360 24 110879 23 111398 22 111918 21 112437 21 112956 20 113475 19 113995 17 114516 14 115038 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,40306 10 40823 15 41340 20 41858 23 42377 24 42895 26 43414 28 43932 30 44450 31 44968 32 45487 32 46006 32 46525 32 47044 32 47562 33 48081 33 48601 31 49120 30 49639 29 50159 27 50680 23 51200 20 51724 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,125443 9 125960 12 126479 13 126998 14 127516 16 128034 17 128552 19 129070 20 129588 21 130107 21 130627 19 131147 16
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,9723 6 10239 12 10756 15 11274 17 11792 20 12310 21 12828 22 13346 23 13864 25 14383 25 14901 26 15419 27 15937 28 16456 28 16974 29 17493 28 18012 28 18531 28 19050 28 19569 28 20088 27 20607 26 21126 25 21645 24 22164 24 22683 23 23202 21 23722 19 24243 16 24763 13 25283 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,89662 8 90179 12 90696 16 91215 17 91734 19 92252 21 92770 23 93289 23 93808 24 94326 25 94845 25 95364 25 95883 25 96402 25 96921 25 97440 25 97959 25 98469 34 98985 37 99503 37 100021 38 100539 39 101057 40 101575 40 102094 40 102613 38 103132 37 103651 35 104170 26 104198 3 104689 24 105208 23 105726 23 106245 23 106764 22 107283 22 107801 22 108320 22 108838 23 109357 22 109876 21 110394 21 110913 21 111432 20 111951 20 112470 20 112989 20 113508 20 114027 19 114546 18 115066 15 115586 14 116107 9 116628 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,399 20 916 24 1434 26 1953 26 2473 25 2992 25 3512 24 4031 24 4550 24 5069 24 5588 24 6108 23 6628 20 7149 17 7671 13 8193 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114076 9 114593 13 115110 15 115629 16 116147 17 116666 17 117184 18 117702 19 118220 20 118739 20 119258 19 119776 20 120295 20 120814 20 121333 20 121851 20 122369 21 122887 22 123406 21 123925 21 124443 21 124962 21 125481 21 126000 21 126519 20 127038 20 127557 19 128076 18 128595 17 129113 18 129632 17 130151 17 130671 14 131192 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,46603 10 47120 14 47636 19 48154 21 48672 24 49189 27 49708 28 50226 29 50745 29 51264 30 51783 30 52302 30 52821 30 53340 30 53859 30 54378 29 54897 29 55416 29 55936 27 56456 25 56977 21 57498 17
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,20139 10 20656 14 21174 17 21691 19 22209 21 22727 23 23246 24 23765 24 24284 24 24802 25 25321 25 25839 26 26357 27 26876 27 27395 27 27914 27 28432 27 28951 27 29470 26 29989 26 30508 26 31027 26 31546 25 32065 25 32584 24 33103 24 33622 22 34142 20 34661 19 35181 16 35702 12 36223 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,66869 9 66882 6 67386 24 67902 30 68420 32 68939 33 69458 34 69977 34 70496 34 71015 34 71534 34 72053 33 72572 33 73091 33 73611 31 74132 29 74652 26 75173 22 75695 17 76220 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,127077 7 127594 13 128112 19 128628 27 129145 30 129662 33 130181 34 130701 32 131224 26
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,108400 6 108915 13 109433 16 109950 20 110468 23 110986 24 111505 25 112024 25 112543 26 113062 27 113581 28 114100 28 114619 28 115138 29 115657 29 116176 29 116696 28 117216 27 117736 27 118256 26 118775 27 119295 26 119816 25 120335 25 120855 24 121375 23 121896 20 122416 19 122937 16 123457 14 123978 11 124501 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,80399 2 80914 10 81431 16 81949 19 82466 24 82985 25 83503 28 84022 29 84541 31 85060 33 85579 34 86098 36 86617 37 87136 38 87655 40 88174 41 88694 40 89213 40 89734 39 90253 39 90773 38 91292 38 91812 37 92331 36 92849 37 93368 36 93886 35 94390 9 94401 36 94906 47 95424 47 95943 47 96461 47 96980 47 97499 47 98018 47 98538 45 99057 45 99577 44 100097 42 100617 40 101138 37 101659 33 102181 29 102702 24 103224 18 103746 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,448 22 966 24 1485 25 2004 25 2523 24 3043 23 3562 23 4081 23 4601 22 5121 21 5640 21 6160 19 6679 18 7199 16 7719 14 8240 11 8763 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,25898 14 26415 18 26933 21 27451 24 27482 9 27969 26 27998 13 28487 28 28516 15 29005 47 29523 48 30042 49 30561 49 31079 50 31598 50 32117 51 32635 52 33154 52 33672 52 34191 52 34710 52 35228 53 35747 54 36266 54 36785 54 37304 53 37823 53 38343 52 38863 51 39383 49 39903 17 39922 29 40423 13 40442 26 40945 7 40962 24 41482 21 42003 17 42525 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,53431 1 53439 2 53948 5 53956 7 54466 7 54474 9 54985 18 55504 18 56023 19 56542 19 57061 19 57580 19 58100 19 58619 19 59138 20 59657 20 60176 20 60696 18 61215 18 61734 18 62253 17 62773 15 63292 14 63812 13 64332 13 64851 12 65371 10 65891 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,51356 5 51875 8 52399 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,500 17 1018 19 1537 18 2057 17 2579 13 3100 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,46188 3 46704 6 47222 8 47741 8 48260 8 48779 8 49298 8 49817 8 50336 8 50855 8 51374 8 51893 8 52412 8 52932 7 53453 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,1282 2 1537 3 1793 4 1832 3 2049 4 2080 13 2305 5 2335 15 2561 6 2579 4 2591 16 2817 6 2832 8 2847 17 3073 6 3086 12 3103 18 3329 7 3341 14 3359 19 3585 27 3615 20 3841 51 4097 53 4353 54 4610 52 4866 52 5121 53 5377 53 5633 52 5889 52 6145 6 6152 44 6401 4 6409 42 6658 3 6665 41 6921 40 7178 36 7435 18 7454 15 7691 15 7714 3 7948 12
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,12801 3 13057 4 13313 6 13569 7 13825 8 14081 8 14337 9 14593 9 14849 9 15105 10 15361 10 15617 10 15873 10 16129 10 16385 10 16641 11 16897 11 17153 11 17409 10 17665 10 17921 9 18177 9 18433 10 18689 10 18945 10 19201 10 19457 9 19713 8 19969 6 20226 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,33282 1 33537 4 33793 4 34049 5 34305 5 34561 6 34817 6 35073 6 35329 6 35585 6 35841 6 36097 6 36353 6 36609 6 36865 6 37121 6 37377 5 37633 5 37889 4 38145 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,43266 4 43521 8 43777 9 44033 10 44289 11 44545 12 44801 12 45057 12 45314 10
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,50178 5 50433 6 50689 7 50945 6 51201 5 51458 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51724 4 51979 6 52233 9 52482 1 52489 10 52737 3 52745 10 52993 4 53000 11 53249 5 53255 12 53506 17 53763 15 54019 14 54274 15 54530 15 54786 14 55041 8 55051 5 55297 7 55553 7 55809 6 56065 6 56322 5 56578 5 56835 4 57091 3 57346 3 57601 4 57857 3 58113 3 58370 1 58626 1 58881 3 59137 4 59393 4 59649 4 59905 4 60161 4 60417 5 60673 5 60929 5 61185 5 61441 5 61697 6 61953 6 62209 6 62465 6 62721 6 62978 5 63234 5 63490 5 63747 4 64003 4 64259 4 64515 4 64771 4 65027 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,36393 4 36647 8 36902 11 37158 11 37413 13 37669 14 37924 15 38180 15 38435 16 38691 16 38939 5 38947 15 39190 28 39444 29 39699 30 39953 32 40208 33 40463 33 40719 32 40975 30 41231 29 41486 28 41742 27 41998 27 42254 27 42510 26 42767 25 43023 25 43280 23 43537 21 43793 20 44051 16 44307 15 44564 11 44821 9 45081 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51746 2 52000 8 52254 12 52509 14 52765 14 53020 16 53275 17 53531 17 53787 17 54043 17 54298 18 54553 19 54809 20 55065 23 55321 24 55577 25 55834 25 56091 24 56348 24 56609 19 56865 19 57122 19 57378 19 57635 18 57892 16 58148 17 58405 18 58660 21 58915 22 59170 24 59425 25 59681 26 59937 26 60193 26 60450 25 60706 25 60962 25 61218 25 61474 24 61730 23 61986 23 62242 22 62499 20 62755 20 63011 19 63267 18 63523 18 63778 19 64033 20 64289 22 64544 38 64801 38 65057 39 65314 38
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9767 2 10022 7 10275 12 10531 13 10786 15 11041 17 11297 18 11552 19 11806 22 12061 23 12316 25 12572 25 12828 25 13084 25 13340 25 13596 25 13851 26 14107 26 14362 27 14618 26 14874 25 15130 25 15386 25 15644 23 15902 20 16159 17 16416 14 16673 12 16930 9 17187 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,28707 7 28962 9 29216 11 29471 13 29727 13 29983 13 30239 14 30495 14 30751 15 31008 14 31264 14 31521 14 31777 14 32033 13 32289 13 32545 12 32802 10 33059 8
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20015 8 20270 10 20525 12 20780 13 21036 14 21291 15 21547 16 21803 16 22059 16 22315 16 22571 16 22827 16 23083 15 23340 14 23598 11 23855 10 24112 7 24369 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,46389 5 46642 11 46897 13 47150 17 47405 18 47660 20 47915 21 48171 21 48427 21 48683 20 48939 20 49195 20 49452 19 49708 19 49964 19 50221 18 50477 17 50733 17 50990 16 51247 15 51503 15 51760 14 52017 12 52275 10 52533 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,37439 7 37694 10 37949 12 38204 13 38459 15 38714 16 38969 17 39225 18 39480 19 39736 19 39991 20 40247 20 40502 21 40757 22 41013 22 41269 22 41524 23 41780 22 42036 22 42292 21 42548 20 42804 19 43061 16 43318 13 43577 8 43834 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,25668 4 25923 8 26178 11 26433 13 26689 13 26945 14 27201 14 27457 15 27713 15 27968 16 28224 16 28479 17 28735 17 28991 17 29247 16 29503 16 29759 13 30016 11
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,26741 8 26996 12 27251 17 27506 19 27761 22 28017 22 28273 23 28528 24 28784 24 29040 24 29295 25 29551 24 29807 24 30064 23 30321 21 30577 20 30834 18 31091 16 31348 13 31605 11 31863 7 32121 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,4471 4 4726 8 4981 12 5237 13 5492 15 5747 17 6003 18 6258 20 6514 21 6770 21 7026 21 7282 21 7538 21 7794 21 8050 21 8307 20 8563 20 8819 20 9076 18 9333 16 9589 15 9846 13 10104 10 10362 6 10619 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,19601 1 19851 10 20105 14 20359 17 20614 19 20869 21 21124 22 21380 23 21635 24 21891 24 22147 25 22403 25 22658 26 22914 25 23170 25 23427 24 23683 23 23940 21 24197 19 24453 18 24711 14 24969 11
